Date;day;dayOfWeek;month;trimester;year;is_holiday;portugueseWeekName
22/05/2023;22;2;5;2;2023;0;Segunda-feira
23/05/2023;23;3;5;2;2023;0;Tera-feira
24/05/2023;24;4;5;2;2023;0;Quarta-feira
25/05/2023;25;5;5;2;2023;0;Quinta-feira
26/05/2023;26;6;5;2;2023;0;Sexta-feira
27/05/2023;27;7;5;2;2023;0;S‡bado
28/05/2023;28;1;5;2;2023;0;Domingo
29/05/2023;29;2;5;2;2023;0;Segunda-feira
30/05/2023;30;3;5;2;2023;0;Tera-feira
31/05/2023;31;4;5;2;2023;0;Quarta-feira
01/06/2023;1;5;6;2;2023;0;Quinta-feira
02/06/2023;2;6;6;2;2023;0;Sexta-feira
03/06/2023;3;7;6;2;2023;0;S‡bado
04/06/2023;4;1;6;2;2023;0;Domingo
05/06/2023;5;2;6;2;2023;0;Segunda-feira
06/06/2023;6;3;6;2;2023;0;Tera-feira
07/06/2023;7;4;6;2;2023;0;Quarta-feira
08/06/2023;8;5;6;2;2023;1;Quinta-feira
09/06/2023;9;6;6;2;2023;0;Sexta-feira
10/06/2023;10;7;6;2;2023;1;S‡bado
11/06/2023;11;1;6;2;2023;0;Domingo
12/06/2023;12;2;6;2;2023;0;Segunda-feira
13/06/2023;13;3;6;2;2023;0;Tera-feira
14/06/2023;14;4;6;2;2023;0;Quarta-feira
15/06/2023;15;5;6;2;2023;0;Quinta-feira
16/06/2023;16;6;6;2;2023;0;Sexta-feira
17/06/2023;17;7;6;2;2023;0;S‡bado
18/06/2023;18;1;6;2;2023;0;Domingo
19/06/2023;19;2;6;2;2023;0;Segunda-feira
20/06/2023;20;3;6;2;2023;0;Tera-feira
21/06/2023;21;4;6;2;2023;0;Quarta-feira
22/06/2023;22;5;6;2;2023;0;Quinta-feira
23/06/2023;23;6;6;2;2023;0;Sexta-feira
24/06/2023;24;7;6;2;2023;0;S‡bado
25/06/2023;25;1;6;2;2023;0;Domingo
26/06/2023;26;2;6;2;2023;0;Segunda-feira
27/06/2023;27;3;6;2;2023;0;Tera-feira
28/06/2023;28;4;6;2;2023;0;Quarta-feira
29/06/2023;29;5;6;2;2023;0;Quinta-feira
30/06/2023;30;6;6;2;2023;0;Sexta-feira
01/07/2023;1;7;7;3;2023;0;S‡bado
02/07/2023;2;1;7;3;2023;0;Domingo
03/07/2023;3;2;7;3;2023;0;Segunda-feira
04/07/2023;4;3;7;3;2023;0;Tera-feira
05/07/2023;5;4;7;3;2023;0;Quarta-feira
06/07/2023;6;5;7;3;2023;0;Quinta-feira
07/07/2023;7;6;7;3;2023;0;Sexta-feira
08/07/2023;8;7;7;3;2023;0;S‡bado
09/07/2023;9;1;7;3;2023;0;Domingo
10/07/2023;10;2;7;3;2023;0;Segunda-feira
11/07/2023;11;3;7;3;2023;0;Tera-feira
12/07/2023;12;4;7;3;2023;0;Quarta-feira
13/07/2023;13;5;7;3;2023;0;Quinta-feira
14/07/2023;14;6;7;3;2023;0;Sexta-feira
15/07/2023;15;7;7;3;2023;0;S‡bado
16/07/2023;16;1;7;3;2023;0;Domingo
17/07/2023;17;2;7;3;2023;0;Segunda-feira
18/07/2023;18;3;7;3;2023;0;Tera-feira
19/07/2023;19;4;7;3;2023;0;Quarta-feira
20/07/2023;20;5;7;3;2023;0;Quinta-feira
21/07/2023;21;6;7;3;2023;0;Sexta-feira
22/07/2023;22;7;7;3;2023;0;S‡bado
23/07/2023;23;1;7;3;2023;0;Domingo
24/07/2023;24;2;7;3;2023;0;Segunda-feira
25/07/2023;25;3;7;3;2023;0;Tera-feira
26/07/2023;26;4;7;3;2023;0;Quarta-feira
27/07/2023;27;5;7;3;2023;0;Quinta-feira
28/07/2023;28;6;7;3;2023;0;Sexta-feira
29/07/2023;29;7;7;3;2023;0;S‡bado
30/07/2023;30;1;7;3;2023;0;Domingo
31/07/2023;31;2;7;3;2023;0;Segunda-feira
01/08/2023;1;3;8;3;2023;0;Tera-feira
02/08/2023;2;4;8;3;2023;0;Quarta-feira
03/08/2023;3;5;8;3;2023;0;Quinta-feira
04/08/2023;4;6;8;3;2023;0;Sexta-feira
05/08/2023;5;7;8;3;2023;0;S‡bado
06/08/2023;6;1;8;3;2023;0;Domingo
07/08/2023;7;2;8;3;2023;0;Segunda-feira
08/08/2023;8;3;8;3;2023;0;Tera-feira
09/08/2023;9;4;8;3;2023;0;Quarta-feira
10/08/2023;10;5;8;3;2023;0;Quinta-feira
11/08/2023;11;6;8;3;2023;0;Sexta-feira
12/08/2023;12;7;8;3;2023;0;S‡bado
13/08/2023;13;1;8;3;2023;0;Domingo
14/08/2023;14;2;8;3;2023;0;Segunda-feira
15/08/2023;15;3;8;3;2023;1;Tera-feira
16/08/2023;16;4;8;3;2023;0;Quarta-feira
17/08/2023;17;5;8;3;2023;0;Quinta-feira
18/08/2023;18;6;8;3;2023;0;Sexta-feira
19/08/2023;19;7;8;3;2023;0;S‡bado
20/08/2023;20;1;8;3;2023;0;Domingo
21/08/2023;21;2;8;3;2023;0;Segunda-feira
22/08/2023;22;3;8;3;2023;0;Tera-feira
23/08/2023;23;4;8;3;2023;0;Quarta-feira
24/08/2023;24;5;8;3;2023;0;Quinta-feira
25/08/2023;25;6;8;3;2023;0;Sexta-feira
26/08/2023;26;7;8;3;2023;0;S‡bado
27/08/2023;27;1;8;3;2023;0;Domingo
28/08/2023;28;2;8;3;2023;0;Segunda-feira
29/08/2023;29;3;8;3;2023;0;Tera-feira
30/08/2023;30;4;8;3;2023;0;Quarta-feira
31/08/2023;31;5;8;3;2023;0;Quinta-feira
01/09/2023;1;6;9;3;2023;0;Sexta-feira
02/09/2023;2;7;9;3;2023;0;S‡bado
03/09/2023;3;1;9;3;2023;0;Domingo
04/09/2023;4;2;9;3;2023;0;Segunda-feira
05/09/2023;5;3;9;3;2023;0;Tera-feira
06/09/2023;6;4;9;3;2023;0;Quarta-feira
07/09/2023;7;5;9;3;2023;0;Quinta-feira
08/09/2023;8;6;9;3;2023;0;Sexta-feira
09/09/2023;9;7;9;3;2023;0;S‡bado
10/09/2023;10;1;9;3;2023;0;Domingo
11/09/2023;11;2;9;3;2023;0;Segunda-feira
12/09/2023;12;3;9;3;2023;0;Tera-feira
13/09/2023;13;4;9;3;2023;0;Quarta-feira
14/09/2023;14;5;9;3;2023;0;Quinta-feira
15/09/2023;15;6;9;3;2023;0;Sexta-feira
16/09/2023;16;7;9;3;2023;0;S‡bado
17/09/2023;17;1;9;3;2023;0;Domingo
18/09/2023;18;2;9;3;2023;0;Segunda-feira
19/09/2023;19;3;9;3;2023;0;Tera-feira
20/09/2023;20;4;9;3;2023;0;Quarta-feira
21/09/2023;21;5;9;3;2023;0;Quinta-feira
22/09/2023;22;6;9;3;2023;0;Sexta-feira
23/09/2023;23;7;9;3;2023;0;S‡bado
24/09/2023;24;1;9;3;2023;0;Domingo
25/09/2023;25;2;9;3;2023;0;Segunda-feira
26/09/2023;26;3;9;3;2023;0;Tera-feira
27/09/2023;27;4;9;3;2023;0;Quarta-feira
28/09/2023;28;5;9;3;2023;0;Quinta-feira
29/09/2023;29;6;9;3;2023;0;Sexta-feira
30/09/2023;30;7;9;3;2023;0;S‡bado
01/10/2023;1;1;10;4;2023;0;Domingo
02/10/2023;2;2;10;4;2023;0;Segunda-feira
03/10/2023;3;3;10;4;2023;0;Tera-feira
04/10/2023;4;4;10;4;2023;0;Quarta-feira
05/10/2023;5;5;10;4;2023;1;Quinta-feira
06/10/2023;6;6;10;4;2023;0;Sexta-feira
07/10/2023;7;7;10;4;2023;0;S‡bado
08/10/2023;8;1;10;4;2023;0;Domingo
09/10/2023;9;2;10;4;2023;0;Segunda-feira
10/10/2023;10;3;10;4;2023;0;Tera-feira
11/10/2023;11;4;10;4;2023;0;Quarta-feira
12/10/2023;12;5;10;4;2023;0;Quinta-feira
13/10/2023;13;6;10;4;2023;0;Sexta-feira
14/10/2023;14;7;10;4;2023;0;S‡bado
15/10/2023;15;1;10;4;2023;0;Domingo
16/10/2023;16;2;10;4;2023;0;Segunda-feira
17/10/2023;17;3;10;4;2023;0;Tera-feira
18/10/2023;18;4;10;4;2023;0;Quarta-feira
19/10/2023;19;5;10;4;2023;0;Quinta-feira
20/10/2023;20;6;10;4;2023;0;Sexta-feira
21/10/2023;21;7;10;4;2023;0;S‡bado
22/10/2023;22;1;10;4;2023;0;Domingo
23/10/2023;23;2;10;4;2023;0;Segunda-feira
24/10/2023;24;3;10;4;2023;0;Tera-feira
25/10/2023;25;4;10;4;2023;0;Quarta-feira
26/10/2023;26;5;10;4;2023;0;Quinta-feira
27/10/2023;27;6;10;4;2023;0;Sexta-feira
28/10/2023;28;7;10;4;2023;0;S‡bado
29/10/2023;29;1;10;4;2023;0;Domingo
30/10/2023;30;2;10;4;2023;0;Segunda-feira
31/10/2023;31;3;10;4;2023;0;Tera-feira
01/11/2023;1;4;11;4;2023;1;Quarta-feira
02/11/2023;2;5;11;4;2023;0;Quinta-feira
03/11/2023;3;6;11;4;2023;0;Sexta-feira
04/11/2023;4;7;11;4;2023;0;S‡bado
05/11/2023;5;1;11;4;2023;0;Domingo
06/11/2023;6;2;11;4;2023;0;Segunda-feira
07/11/2023;7;3;11;4;2023;0;Tera-feira
08/11/2023;8;4;11;4;2023;0;Quarta-feira
09/11/2023;9;5;11;4;2023;0;Quinta-feira
10/11/2023;10;6;11;4;2023;0;Sexta-feira
11/11/2023;11;7;11;4;2023;0;S‡bado
12/11/2023;12;1;11;4;2023;0;Domingo
13/11/2023;13;2;11;4;2023;0;Segunda-feira
14/11/2023;14;3;11;4;2023;0;Tera-feira
15/11/2023;15;4;11;4;2023;0;Quarta-feira
16/11/2023;16;5;11;4;2023;0;Quinta-feira
17/11/2023;17;6;11;4;2023;0;Sexta-feira
18/11/2023;18;7;11;4;2023;0;S‡bado
19/11/2023;19;1;11;4;2023;0;Domingo
20/11/2023;20;2;11;4;2023;0;Segunda-feira
21/11/2023;21;3;11;4;2023;0;Tera-feira
22/11/2023;22;4;11;4;2023;0;Quarta-feira
23/11/2023;23;5;11;4;2023;0;Quinta-feira
24/11/2023;24;6;11;4;2023;0;Sexta-feira
25/11/2023;25;7;11;4;2023;0;S‡bado
26/11/2023;26;1;11;4;2023;0;Domingo
27/11/2023;27;2;11;4;2023;0;Segunda-feira
28/11/2023;28;3;11;4;2023;0;Tera-feira
29/11/2023;29;4;11;4;2023;0;Quarta-feira
30/11/2023;30;5;11;4;2023;0;Quinta-feira
01/12/2023;1;6;12;4;2023;1;Sexta-feira
02/12/2023;2;7;12;4;2023;0;S‡bado
03/12/2023;3;1;12;4;2023;0;Domingo
04/12/2023;4;2;12;4;2023;0;Segunda-feira
05/12/2023;5;3;12;4;2023;0;Tera-feira
06/12/2023;6;4;12;4;2023;0;Quarta-feira
07/12/2023;7;5;12;4;2023;0;Quinta-feira
08/12/2023;8;6;12;4;2023;1;Sexta-feira
09/12/2023;9;7;12;4;2023;0;S‡bado
10/12/2023;10;1;12;4;2023;0;Domingo
11/12/2023;11;2;12;4;2023;0;Segunda-feira
12/12/2023;12;3;12;4;2023;0;Tera-feira
13/12/2023;13;4;12;4;2023;0;Quarta-feira
14/12/2023;14;5;12;4;2023;0;Quinta-feira
15/12/2023;15;6;12;4;2023;0;Sexta-feira
16/12/2023;16;7;12;4;2023;0;S‡bado
17/12/2023;17;1;12;4;2023;0;Domingo
18/12/2023;18;2;12;4;2023;0;Segunda-feira
19/12/2023;19;3;12;4;2023;0;Tera-feira
20/12/2023;20;4;12;4;2023;0;Quarta-feira
21/12/2023;21;5;12;4;2023;0;Quinta-feira
22/12/2023;22;6;12;4;2023;0;Sexta-feira
23/12/2023;23;7;12;4;2023;0;S‡bado
24/12/2023;24;1;12;4;2023;0;Domingo
25/12/2023;25;2;12;4;2023;1;Segunda-feira
26/12/2023;26;3;12;4;2023;0;Tera-feira
27/12/2023;27;4;12;4;2023;0;Quarta-feira
28/12/2023;28;5;12;4;2023;0;Quinta-feira
29/12/2023;29;6;12;4;2023;0;Sexta-feira
30/12/2023;30;7;12;4;2023;0;S‡bado
31/12/2023;31;1;12;4;2023;0;Domingo
