date;tavg;tmin;tmax;prcp;wdir;wspd;wpgt;pres;city
01/01/2022;16.5;16;17.6;1.7;247;26;;1016.4;Açores
02/01/2022;17.3;15.5;18.6;1;192;20.5;;1019.9;Açores
03/01/2022;14.8;11.2;18.4;14.5;8;20.9;;1021.9;Açores
04/01/2022;12.9;7.9;16.5;0.8;244;8.2;;1030.4;Açores
05/01/2022;15.4;13.7;16.6;0.1;225;12.2;;1031.2;Açores
06/01/2022;14.9;13.5;16.2;0.8;16;20.8;;1033.8;Açores
07/01/2022;14.8;13.2;16.3;0.3;58;11.9;;1036.8;Açores
08/01/2022;14.7;13.2;16.7;0;44;9.3;;1034.4;Açores
09/01/2022;14.8;13.3;17;0;172;15.6;;1026.2;Açores
10/01/2022;16.1;14;18;1.8;176;21.5;;1017.3;Açores
11/01/2022;17.1;14.9;19.5;0.3;105;21.4;;1023.3;Açores
12/01/2022;15.3;13.5;17.4;3.6;82;21.1;;1024.8;Açores
13/01/2022;15.3;13.3;18.6;3.3;75;13.8;;1019.4;Açores
14/01/2022;16.1;14.3;18.6;0.8;30;12.8;;1020.7;Açores
15/01/2022;13.6;10.8;18.4;3.8;23;27.9;;1023.8;Açores
16/01/2022;13.3;10.8;15.4;0;42;26.1;;1020;Açores
17/01/2022;15.4;12.2;18.8;1.8;88;20.2;;1015.9;Açores
18/01/2022;16.3;13.7;18.8;46.2;120;30.2;;1010.3;Açores
19/01/2022;15.9;13.8;17.9;15.2;80;23.8;;1011.1;Açores
20/01/2022;17.2;15.3;19;0.8;98;36.8;;1018;Açores
21/01/2022;16.1;14.4;19;0;65;25;;1022.7;Açores
22/01/2022;15.4;13.9;18;0.5;55;18.2;;1022.1;Açores
23/01/2022;14.5;10.7;17.5;0;34;15.9;;1024.2;Açores
24/01/2022;15.2;13.6;17.9;0;33;17.5;;1030.8;Açores
25/01/2022;14.7;12.6;18.1;0.5;43;13.6;;1034.8;Açores
26/01/2022;14.6;12.6;18.1;1.5;51;21.9;;1033.6;Açores
27/01/2022;14.6;11.9;17.2;0;60;19.4;;1032.2;Açores
28/01/2022;13.8;11.6;17.2;1;48;17.2;;1030.3;Açores
29/01/2022;14.4;12;17;1;55;14.7;;1029.6;Açores
30/01/2022;13.8;11.6;17.6;21.1;56;22.9;;1029.7;Açores
31/01/2022;15.3;11.6;17.4;5.8;67;26.6;;1032.3;Açores
01/02/2022;14.9;12.7;17.9;0;68;19.8;;1029.9;Açores
02/02/2022;14.4;11.8;17.9;0;53;15.3;;1024.4;Açores
03/02/2022;15.5;13.4;17.8;0;56;26;;1022;Açores
04/02/2022;15.2;13.7;17.8;0;54;23.7;;1026.4;Açores
05/02/2022;14.9;12.5;17.9;0;57;21.2;;1029.6;Açores
06/02/2022;15.6;13.9;18.5;0.5;77;27.3;;1030.2;Açores
07/02/2022;15.2;13.1;18.5;2;95;21.3;;1028.1;Açores
08/02/2022;14.6;12.9;18.1;0.3;56;13.3;;1024.4;Açores
09/02/2022;14.3;12.2;17.5;0;32;19.6;;1024.9;Açores
10/02/2022;14.3;12.1;17.7;0.3;57;18.2;;1029.5;Açores
11/02/2022;14.4;12;17.7;0;27;8.3;;1032.2;Açores
12/02/2022;15.4;14;16.7;0;266;20.9;;1029.7;Açores
13/02/2022;15.5;13.6;17.4;4.8;343;22;;1027.7;Açores
14/02/2022;13.9;11;17.4;0.3;344;10.6;;1030.4;Açores
15/02/2022;14.9;10.3;17.9;0;260;14.7;;1032.4;Açores
16/02/2022;15.9;14.9;17.9;0.7;245;18.6;;1032;Açores
17/02/2022;15.1;11.4;17;1.8;276;26.6;;1028;Açores
18/02/2022;11.3;8.8;17;0;19;23.4;;1036.4;Açores
19/02/2022;12.9;10;15.9;0;26;13.7;;1040.4;Açores
20/02/2022;12.6;9;15.9;0;13;16.3;;1040;Açores
21/02/2022;13.7;10.9;17.7;0.3;26;17.9;;1037.1;Açores
22/02/2022;13.8;9.9;17.7;0;34;18.5;;1033.4;Açores
23/02/2022;13.8;12.2;15.7;9.7;30;21.8;;1029.3;Açores
24/02/2022;14.1;11.8;17.7;0.5;54;22.8;;1031.4;Açores
25/02/2022;14.3;10.7;17.7;0.5;79;13.7;;1029.5;Açores
26/02/2022;15.6;13.9;17.3;1.5;266;20.3;;1024.9;Açores
27/02/2022;16.6;15.7;17.7;4.3;243;30.8;;1022;Açores
28/02/2022;16.4;14;17.9;2.8;262;21.8;;1023.5;Açores
01/03/2022;16.7;14;18.7;0.3;254;21.3;;1027.1;Açores
02/03/2022;16;12.6;18.7;1;315;24.6;;1029;Açores
03/03/2022;14.1;10.2;18.2;0.5;207;13.2;;1033.3;Açores
04/03/2022;16.2;14.8;18.2;1.5;267;14.5;;1030.8;Açores
05/03/2022;16.2;14.8;18.2;2.8;285;15.1;;1028.5;Açores
06/03/2022;16.3;14.7;18.3;0.5;265;17.4;;1022.7;Açores
07/03/2022;14.5;11.7;18.3;1.5;293;28.6;;1020;Açores
08/03/2022;15.1;12.2;17.1;1;252;38.5;;1015.4;Açores
09/03/2022;15.5;11.6;17.1;0;284;18.5;;1017.4;Açores
10/03/2022;15.8;13;17;1.5;287;31.4;;1017.4;Açores
11/03/2022;15;12.7;17;1.3;267;28.2;;1018.9;Açores
12/03/2022;14.8;10.8;17.2;4.8;348;13.9;;1021;Açores
13/03/2022;13.2;9.4;17.2;0;340;18.7;;1028.4;Açores
14/03/2022;13.3;11;16.9;0;347;13;;1029.5;Açores
15/03/2022;14.8;12.2;17.9;0.5;330;15.3;;1027.7;Açores
16/03/2022;13.9;11.5;16.5;0;88;14.5;;1032.3;Açores
17/03/2022;15.1;13.4;16.8;0;149;28;;1026.9;Açores
18/03/2022;14.6;9.2;16.6;14.8;248;35.6;;1016.4;Açores
19/03/2022;11.8;8.8;16.6;1.5;341;19.2;;1022.1;Açores
20/03/2022;13.7;9;16.7;2;248;22.6;;1017.8;Açores
21/03/2022;14.3;12.5;16.7;0;299;26.9;;1017.1;Açores
22/03/2022;14.6;11.5;17.4;0.5;323;19.6;;1022.9;Açores
23/03/2022;15.1;12.2;18.4;0.3;338;11.3;;1026.3;Açores
24/03/2022;14.6;10.5;18.4;0;128;13.1;;1021.9;Açores
25/03/2022;15.8;14.9;18;9.6;150;32.7;;1011.4;Açores
26/03/2022;15.3;13.7;16.7;15.5;121;33.9;;1001.4;Açores
27/03/2022;16.1;13.9;18.6;0.3;;;;;Açores
28/03/2022;15.8;14;18.6;0;19;17.3;;1020.2;Açores
29/03/2022;14.7;11.2;18.4;1.8;323;12.4;;1023.2;Açores
30/03/2022;16;12.7;19.4;0.8;14;13.6;;1023;Açores
31/03/2022;15.8;14;19.4;1.3;213;8;;1022.7;Açores
01/04/2022;15.8;14.5;19;5.1;166;21.6;;1014.6;Açores
02/04/2022;14.3;11.3;17.4;23.1;106;10.6;;1006.1;Açores
03/04/2022;15.3;12.7;18.1;1.3;57;16.8;;1012.7;Açores
04/04/2022;14.6;11.2;18.1;0;59;10.7;;1024.1;Açores
05/04/2022;14.1;10.5;17.6;0;337;7.9;;1026.8;Açores
06/04/2022;14.9;10.7;18.2;1.7;273;16.5;;1024.9;Açores
07/04/2022;16.4;15;17.5;0;225;34.8;;1020.1;Açores
08/04/2022;16.4;15;17.2;7.5;230;25.6;;1016.4;Açores
09/04/2022;15.2;12.2;17.5;0;251;41.1;;1005.5;Açores
10/04/2022;13.7;10.1;15.6;8.9;295;39.1;;1003.9;Açores
11/04/2022;14.8;12.8;16.8;0.5;304;27.9;;1011.8;Açores
12/04/2022;15.9;15;18.1;3;273;19;;1017.8;Açores
13/04/2022;16.3;14.8;18.4;0;213;25.6;;1016.8;Açores
14/04/2022;15.5;10.6;18.8;0.2;210;13.8;;1020;Açores
15/04/2022;17;16;18.6;0;228;18.2;;1018.9;Açores
16/04/2022;16.2;12.1;19.8;0;19;13.2;;1023.1;Açores
17/04/2022;16.5;14.8;19.2;0;33;26.2;;1027.5;Açores
18/04/2022;15.2;13.3;17.2;0;50;22.2;;1030.7;Açores
19/04/2022;15.1;13.3;17.7;0;78;19.1;;1031.6;Açores
20/04/2022;15;13;17.9;1;64;9.1;;1030.7;Açores
21/04/2022;14.3;11.1;17.4;0.9;331;16.4;;1023.5;Açores
22/04/2022;13.9;12.4;16.9;0;325;16.3;;1016;Açores
23/04/2022;14.3;12.9;16.7;0;268;18.8;;1012.3;Açores
24/04/2022;14.6;12.6;17;2;284;26.7;;1008.2;Açores
25/04/2022;14.9;13;17.1;0.5;302;22.8;;1010.3;Açores
26/04/2022;15.1;10.8;18.6;0;232;12;;1015.6;Açores
27/04/2022;17.3;16.1;19.2;4.6;167;21.7;;1017.8;Açores
28/04/2022;16.9;16;18;0;148;31.7;;1016.9;Açores
29/04/2022;17.2;15.5;19.8;7.9;179;21.7;;1016.3;Açores
30/04/2022;17.6;15;20.2;0;245;13.2;;1023.3;Açores
01/05/2022;16.3;12.8;19;0.3;7;8.8;;1030;Açores
02/05/2022;16.8;15.4;19.5;0;33;12.2;;1031.1;Açores
03/05/2022;15.9;14.9;18.3;0;57;8.3;;1027.2;Açores
04/05/2022;16.4;14.4;19.1;2;120;12.1;;1025.3;Açores
05/05/2022;17.5;16.5;20.1;0;148;21.6;;1023.8;Açores
06/05/2022;17.7;16.6;20;0.3;172;21.9;;1021.5;Açores
07/05/2022;17.8;15.5;20.7;0.5;53;10.2;;1023.3;Açores
08/05/2022;17.8;15;21;2;5;9.4;;1025.3;Açores
09/05/2022;16.7;12.3;21.4;0;20;10.8;;1026.3;Açores
10/05/2022;17.9;16.4;21.4;0;27;9.2;;1025.3;Açores
11/05/2022;15.9;15;19.4;1;7;21.1;;1022.8;Açores
12/05/2022;16.1;14;19.4;0;28;20.9;;1023.3;Açores
13/05/2022;16.3;14.5;19.7;0;71;15.7;;1019.4;Açores
14/05/2022;16.4;14;18.5;20.1;220;25.2;;1008.4;Açores
15/05/2022;16.4;14.1;18.2;4.1;254;35.8;;1007.1;Açores
16/05/2022;16;14;18;5.5;268;38.5;;1009;Açores
17/05/2022;15.6;12.6;18;2;265;32.1;;1015.8;Açores
18/05/2022;15.3;12.3;17.3;0.5;231;18.7;;1015.6;Açores
19/05/2022;16.7;14.3;20.1;0;309;25.1;;1013.4;Açores
20/05/2022;15.9;12;18.2;0;296;15.3;;1022.6;Açores
21/05/2022;17.5;16;19.4;0.5;268;11.2;;1024;Açores
22/05/2022;18;17.5;19.1;4.1;258;9.8;;1023.6;Açores
23/05/2022;17.8;16;18.7;1.8;30;11.4;;1024.2;Açores
24/05/2022;16.7;14;20;0;70;13.3;;1027.3;Açores
25/05/2022;16.3;12.7;20.1;0;87;11.9;;1028.7;Açores
26/05/2022;17.3;15;19.9;0;100;13.2;;1025.8;Açores
27/05/2022;17.4;15.4;20.4;0;151;13.2;;1020.5;Açores
28/05/2022;17.3;14;19.6;0;267;18;;1014.4;Açores
29/05/2022;14.7;12.2;17.1;3;309;21.1;;1010.4;Açores
30/05/2022;13.2;9.8;16.2;0;334;18;;999.6;Açores
31/05/2022;15.4;12.1;17.8;8.4;326;24.2;;1003.2;Açores
01/06/2022;17;15;20;2.3;313;17.6;;1011.7;Açores
02/06/2022;16.8;13.5;19.4;0;296;13.1;;1019.3;Açores
03/06/2022;18.3;17;20;1.5;282;12.7;;1022.3;Açores
04/06/2022;18.6;17.8;19.8;6.6;220;15;;1022;Açores
05/06/2022;18.7;18;20.3;10.9;258;20.2;;1022.1;Açores
06/06/2022;18.6;17.7;19.3;0.3;263;19.7;;1023.8;Açores
07/06/2022;18.8;18;20.3;0;267;20.6;;1025;Açores
08/06/2022;18.8;18;20.4;0;255;15.7;;1025.7;Açores
09/06/2022;19.6;18.5;22;0;259;14.6;;1025.8;Açores
10/06/2022;19.8;17.1;22.6;0;119;10.6;;1026.9;Açores
11/06/2022;18.9;17;22.4;1;103;12.2;;1025.4;Açores
12/06/2022;17.3;15.6;21.1;18;17;20.1;;1023.7;Açores
13/06/2022;17.8;15.8;20.9;2;37;17.7;;1022.7;Açores
14/06/2022;17.9;15.5;21.1;0.3;10;12.1;;1022.1;Açores
15/06/2022;18.6;16.7;22.5;0.5;298;19;;1020.1;Açores
16/06/2022;18.2;14.8;21.2;0;348;16.3;;1022.8;Açores
17/06/2022;20.2;17.8;24.1;0;16;14.5;;1026.8;Açores
18/06/2022;18.9;17;21.6;0.3;20;22.2;;1029.2;Açores
19/06/2022;17.8;15.8;20.8;0;38;28.7;;1030.4;Açores
20/06/2022;17.8;15.9;20.4;0;37;22.5;;1030.4;Açores
21/06/2022;18.2;16.6;21.1;0;32;22.8;;1027.3;Açores
22/06/2022;18.1;16.7;21.5;0;27;31.8;;1025.7;Açores
23/06/2022;18.2;15.6;21.1;1;9;18.1;;1026.8;Açores
24/06/2022;17.9;16.5;20.4;0;320;17.6;;1027.8;Açores
25/06/2022;17.9;15.7;21.6;2;0;15.9;;1026.3;Açores
26/06/2022;18.3;15.4;22.4;0.8;9;10.3;;1026.4;Açores
27/06/2022;18.5;16.5;21.4;0.5;341;8.5;;1028.3;Açores
28/06/2022;18.9;17.9;22.1;0;341;12.9;;1030.2;Açores
29/06/2022;19.6;17;23.7;0;34;12;;1030.2;Açores
30/06/2022;18.2;14.1;21.2;0;321;13.8;;1027.4;Açores
01/07/2022;20.2;18.2;23;2.7;346;16.3;;1026;Açores
02/07/2022;19.2;17.8;22;0.5;21;14.5;;1027.6;Açores
03/07/2022;19.7;17.5;22.9;0.3;35;15.9;;1029.7;Açores
04/07/2022;18.8;16.7;21.8;0;45;13.5;;1030.4;Açores
05/07/2022;18.7;16;22.2;0.3;38;13.3;;1030.4;Açores
06/07/2022;18.7;16.6;21.8;0.5;47;13.4;;1029.8;Açores
07/07/2022;19.2;17.5;22.9;0;43;15;;1029.7;Açores
08/07/2022;18.4;16.3;21.6;2;32;16.5;;1027.7;Açores
09/07/2022;19;16.9;22.9;0;22;17;;1026.3;Açores
10/07/2022;19.4;17.4;21.9;0;11;13.2;;1026.2;Açores
11/07/2022;19.8;18;23.6;0;6;14.3;;1026.1;Açores
12/07/2022;21.4;19;26.5;0;356;15.6;;1026.4;Açores
13/07/2022;21.5;19;25.4;0;11;21.6;;1024.3;Açores
14/07/2022;20.6;18.6;25.8;0;356;17.1;;1022.6;Açores
15/07/2022;21.2;19.7;25.3;0;339;16.8;;1019.1;Açores
16/07/2022;21.2;19;24.9;0;335;15.7;;1018.9;Açores
17/07/2022;20.9;19;24.3;0;333;15.8;;1021;Açores
18/07/2022;21.6;20;24.8;0;302;15.7;;1022.4;Açores
19/07/2022;21.6;20.2;24.7;0;94;12.4;;1024.2;Açores
20/07/2022;20.9;19;24.5;0;146;9.4;;1025.1;Açores
21/07/2022;21.2;19.8;24.4;0.3;136;7.5;;1026.9;Açores
22/07/2022;20.8;17.5;24.3;0;79;8.8;;1027;Açores
23/07/2022;20.7;17.7;23.7;0;254;7.9;;1024.6;Açores
24/07/2022;22;19.6;25;0.9;269;10.9;;1022.8;Açores
25/07/2022;22.6;21;25.4;0;258;12.5;;1024.7;Açores
26/07/2022;22.4;19.9;25.2;2.6;275;11.3;;1026.2;Açores
27/07/2022;23;20.9;25.7;0;290;18.5;;1025.9;Açores
28/07/2022;23.1;21;27.1;0.3;15;14.8;;1026;Açores
29/07/2022;23.4;21.2;28.3;0;16;11.5;;1027.3;Açores
30/07/2022;22.7;21;24.5;0.5;80;8;;1026.3;Açores
31/07/2022;21.8;19.1;26.8;2.5;92;9.5;;1025.5;Açores
01/08/2022;22.1;20.9;23.9;2.5;96;7.3;;1024.7;Açores
02/08/2022;21.4;18;24.7;0;280;7.2;;1024.4;Açores
03/08/2022;22.2;18.9;25;0.9;285;11.7;;1023.7;Açores
04/08/2022;23.7;22.4;26;3.5;256;12.5;;1021.7;Açores
05/08/2022;23.4;22;26.9;8.7;221;8.6;;1021.1;Açores
06/08/2022;22.6;21;25.3;7.1;181;9.3;;1021.3;Açores
07/08/2022;22.5;21;25.8;0;153;10.7;;1022.2;Açores
08/08/2022;22.3;20;26;2.3;178;8.4;;1024.1;Açores
09/08/2022;21.8;20;27.7;6.1;42;9.9;;1025.1;Açores
10/08/2022;21.5;17.7;25;0;6;14.4;;1023.5;Açores
11/08/2022;22.1;17.6;26.5;0;349;13.9;;1021;Açores
12/08/2022;23.4;21.5;28.2;0;359;17.2;;1019.8;Açores
13/08/2022;22.4;19.4;26.2;0;297;14.7;;1020.1;Açores
14/08/2022;24;21.4;26.8;1.3;286;17.1;;1020.1;Açores
15/08/2022;24.1;20;29.2;0.3;354;15;;1020.7;Açores
16/08/2022;21.8;19.8;26;1;50;15.3;;1025.5;Açores
17/08/2022;21.4;19;25.2;0;52;15.2;;1028.2;Açores
18/08/2022;20.9;18.3;25.5;0;38;12.2;;1027.2;Açores
19/08/2022;21.4;17.1;26;0;29;11.6;;1026.2;Açores
20/08/2022;21.2;18.3;25.2;0;43;11.7;;1026.1;Açores
21/08/2022;21.6;17;25.9;0;82;9.6;;1026.5;Açores
22/08/2022;22.2;20;26.4;2.3;119;7.6;;1023.5;Açores
23/08/2022;22.1;18.8;26.3;0;227;7.1;;1020.6;Açores
24/08/2022;21.4;18.4;26.6;0;157;6.6;;1021.5;Açores
25/08/2022;21.1;17.3;26;1.8;40;8.9;;1024.6;Açores
26/08/2022;21.1;19.6;24.7;11.1;120;7.7;;1024.5;Açores
27/08/2022;21.7;17.7;26.2;0.5;273;12.2;;1019.1;Açores
28/08/2022;22.7;20.9;25.4;8.9;343;20.1;;1013.6;Açores
29/08/2022;21.8;19.3;25.3;0;335;12.7;;1016.1;Açores
30/08/2022;22.4;19.4;26.5;0;177;7;;1019.8;Açores
31/08/2022;23.2;21.9;26.4;0;164;8.3;;1022;Açores
01/09/2022;23;20.2;26;2.4;342;8.9;;1021;Açores
02/09/2022;22.5;19.9;26.9;0.2;37;13.8;;1022.9;Açores
03/09/2022;21.6;18.3;25.3;0;350;9.4;;1022;Açores
04/09/2022;21.7;18.2;25.5;0;303;14.6;;1020.4;Açores
05/09/2022;21.9;18.6;26;0;298;14;;1022;Açores
06/09/2022;23.2;20.3;26.3;7.1;240;12;;1021.1;Açores
07/09/2022;23.5;21.9;25.6;2;246;22.2;;1017.3;Açores
08/09/2022;23.7;21.9;26;3;240;19.4;;1017;Açores
09/09/2022;24;23;25.4;0;236;23.4;;1015.5;Açores
10/09/2022;22.7;20.9;25.7;5.1;274;25.9;;1012.5;Açores
11/09/2022;22.1;20;25.4;8.9;311;30.4;;1009.2;Açores
12/09/2022;22.7;20.5;26;0;335;17.4;;1012.3;Açores
13/09/2022;22.2;21;25.9;0;310;12.3;;1014.6;Açores
14/09/2022;23.4;21.5;25.6;0.5;261;15;;1016.7;Açores
15/09/2022;23.1;20;25;6.1;238;15.5;;1018.6;Açores
16/09/2022;23.2;21.9;25.5;8.9;270;18.7;;1017;Açores
17/09/2022;22.7;20;26;0.4;342;12;;1017.9;Açores
18/09/2022;23.1;20.6;27;0;356;10.6;;1019.2;Açores
19/09/2022;23.3;20.3;27.2;0;10;11.9;;1021.2;Açores
20/09/2022;22.6;20;26;0;32;7.4;;1023.1;Açores
21/09/2022;22.6;20;25.7;0;311;9.3;;1023.8;Açores
22/09/2022;22.3;19.6;26;0.3;302;10.4;;1023.8;Açores
23/09/2022;22.9;22;25.1;0;212;17.1;;1020.9;Açores
24/09/2022;22.7;20.6;24.8;14;136;22.7;;1020.9;Açores
25/09/2022;21.1;19;23.9;2;80;18.9;;1023.1;Açores
26/09/2022;20.5;19;23.2;0;62;16.5;;1026.9;Açores
27/09/2022;19.3;17;21.9;0.3;69;14.3;;1029.5;Açores
28/09/2022;20;16.9;23.6;5.1;58;15.9;;1029.3;Açores
29/09/2022;20.2;18.3;22;0;32;14.6;;1028.2;Açores
30/09/2022;19.4;18;21;2;2;8.8;;1026;Açores
01/10/2022;20.2;17;24;1.7;113;14.6;;1023.4;Açores
02/10/2022;21.8;21;23.8;1.9;160;22.8;;1018.6;Açores
03/10/2022;22.3;21;24;2.1;152;17.7;;1018.7;Açores
04/10/2022;22.3;21;24.1;3.8;231;17.4;;1019.9;Açores
05/10/2022;20.6;18.7;23;1.1;44;7.8;;1024.8;Açores
06/10/2022;20.7;19;23;1;97;15.3;;1027.7;Açores
07/10/2022;20.2;18;23.3;0;98;8.7;;1026.8;Açores
08/10/2022;20.8;19.5;22;0.8;215;9.1;;1023.7;Açores
09/10/2022;21.8;20;24;1.4;306;14.6;;1023;Açores
10/10/2022;22.2;20;25;0.9;5;12.6;;1026;Açores
11/10/2022;20.9;19;23;0.3;25;7.4;;1028.7;Açores
12/10/2022;21;18.7;23;0.2;116;7.7;;1028.4;Açores
13/10/2022;21.3;20;23;0;175;10.1;;1028.8;Açores
14/10/2022;21.9;20;24.3;0.9;243;15.8;;1026.1;Açores
15/10/2022;20;18;22;0.8;352;16.5;;1019.4;Açores
16/10/2022;18.3;16;20.1;1.5;314;17.2;;1014;Açores
17/10/2022;17.7;14;21;20.6;271;34.8;;1006.8;Açores
18/10/2022;16.6;14;18;6.8;296;33.1;;1011.6;Açores
19/10/2022;17.9;14;19.7;1.1;290;39.1;;1012.2;Açores
20/10/2022;17.9;16;20;0.6;316;16.1;;1012.8;Açores
21/10/2022;17.9;15;20.5;0.3;311;24;;1016.9;Açores
22/10/2022;18.2;16;20;0.4;318;24.2;;1016.7;Açores
23/10/2022;18.3;17;20;4.7;306;22.2;;1014.4;Açores
24/10/2022;17.6;16;20.8;0.4;340;14.1;;1012.8;Açores
25/10/2022;18.2;16;20.1;0.8;284;23.8;;1009.7;Açores
26/10/2022;17.6;15;20;10.6;272;30.2;;1005.4;Açores
27/10/2022;16;13;18.5;3.8;290;19.3;;1008.4;Açores
28/10/2022;16.5;13.5;19;0.7;314;17.9;;1012.2;Açores
29/10/2022;16.6;13;19.5;0;276;11.2;;1015.4;Açores
30/10/2022;17.9;15;20.7;3;265;25.8;;1012.9;Açores
31/10/2022;15.2;13;19;0;23;7.1;;1022.5;Açores
01/11/2022;17.2;12.9;20;28.3;108;18.4;;1022.5;Açores
02/11/2022;19.7;18;21;14.4;243;23.2;;1017.4;Açores
03/11/2022;18.9;17;20;3.7;121;13.9;;1020.6;Açores
04/11/2022;19.9;19;21;2.7;233;13.7;;1022.5;Açores
05/11/2022;17.9;14;20;19.3;347;13.4;;1023.7;Açores
06/11/2022;16.5;12.5;20;0;278;11.6;;1024.3;Açores
07/11/2022;17.9;16;20;2.7;286;24.6;;1017;Açores
08/11/2022;17.5;14;19.5;0.1;308;17.2;;1018.3;Açores
09/11/2022;18.8;17.9;20;0;223;18.8;;1019;Açores
10/11/2022;19.3;15;21.4;16.5;214;29.8;;1010.5;Açores
11/11/2022;16;12.5;18;0.1;317;12.1;;1015.6;Açores
12/11/2022;17.1;15.9;19;4.1;277;23.1;;1014.2;Açores
13/11/2022;16.3;14;18;0;302;15.2;;1018.9;Açores
14/11/2022;18.7;18;19;5.2;259;25.9;;1017.6;Açores
15/11/2022;17.4;16;18;0.1;301;19.1;;1019.2;Açores
16/11/2022;18.7;17;20;4.2;269;24.7;;1016.6;Açores
17/11/2022;16.3;14;18;0.2;353;15;;1022.5;Açores
18/11/2022;15.4;13.8;17.1;0;294;6.6;;1030.4;Açores
19/11/2022;17.5;16;19;0;275;14.8;;1032;Açores
20/11/2022;18;16;19;0;246;21.9;;1030;Açores
21/11/2022;19;19;20;3.6;252;23.3;;1028;Açores
22/11/2022;18.6;17;20;3.1;256;26.2;;1022;Açores
23/11/2022;16.2;14;18;16.2;287;15.6;;1019.1;Açores
24/11/2022;16.4;13;18;0;306;12.3;;1020.3;Açores
25/11/2022;19.2;17;20;5.9;194;33.8;;1014.3;Açores
26/11/2022;16.9;13;20;16.1;327;16.9;;1019.5;Açores
27/11/2022;15.2;10;18;0;84;17.7;;1026.9;Açores
28/11/2022;19;18;20;8.2;169;21.1;;1022.1;Açores
29/11/2022;18.3;17;19;6;259;21.8;;1018.6;Açores
30/11/2022;16.3;14;18;0.1;345;8.7;;1021.8;Açores
01/12/2022;15.1;14;17;1.2;347;13.3;;1023.7;Açores
02/12/2022;12.7;11;14;0.2;343;27.2;;1023.6;Açores
03/12/2022;12.8;11;14;12;326;27.6;;1006.8;Açores
04/12/2022;14.8;12;17;0.8;33;32.4;;1003.2;Açores
05/12/2022;15;11;18;1.1;117;15;;1009.1;Açores
06/12/2022;16.4;14;18;37.5;224;27.9;;999.7;Açores
07/12/2022;14.7;14;16;18.2;295;42.9;;994.4;Açores
08/12/2022;15;13;17;2.7;349;13.8;;1000.5;Açores
09/12/2022;15.3;14;17;5.6;75;19.7;;1007.8;Açores
10/12/2022;18.5;17;19;23.9;208;29.2;;997.7;Açores
11/12/2022;18.5;17;19;21.7;221;36.3;;997.8;Açores
12/12/2022;17.8;16.3;19;4.2;244;31.9;;999.3;Açores
13/12/2022;16.4;15;17;6;272;40.3;;1003.8;Açores
14/12/2022;14.3;13;15;3.7;312;29.3;;1012.3;Açores
15/12/2022;14.1;13;16;0;300;14.6;;1016;Açores
16/12/2022;17;15;18;4;170;16.9;;1010.8;Açores
17/12/2022;18.4;18;19;22.5;205;34.6;;999.9;Açores
18/12/2022;17.6;17;18;21.7;243;42.1;;1001.1;Açores
19/12/2022;16.8;16;18;4.1;262;25.8;;1010.5;Açores
20/12/2022;17.5;17;18;3;240;23.6;;1017.6;Açores
21/12/2022;18;18;18;3.1;220;22.9;;1020.1;Açores
22/12/2022;17.4;16;18;17;236;28.4;;1017.5;Açores
23/12/2022;15.3;14;17;4.1;269;27.3;;1019.3;Açores
24/12/2022;12.7;11;15;1.8;291;24.7;;1014.8;Açores
25/12/2022;12;9;14;1.3;351;18.9;;1021.4;Açores
26/12/2022;12.8;10;15;0;22;14.5;;1031.4;Açores
27/12/2022;13.4;8;16;0.4;265;14.7;;1030.4;Açores
28/12/2022;15.7;14;17;13;305;16;;1025.7;Açores
29/12/2022;16.3;15;17;3.2;248;24.9;;1020.3;Açores
30/12/2022;15.9;14;18;8.5;247;37.2;;1010.4;Açores
31/12/2022;12.2;10;14;1.3;296;28.5;;1013.7;Açores
01/01/2023;11.8;9;14;0;307;15.2;;1023.5;Açores
02/01/2023;15;14;16;0;249;23.7;;1026.8;Açores
03/01/2023;15.4;14;16;0.5;221;20;;1029;Açores
04/01/2023;16.2;15;17;5.3;175;23.3;;1027.6;Açores
05/01/2023;15.1;13;17;2.9;285;16.2;;1023.5;Açores
06/01/2023;15.6;15;16;5.2;263;23.5;;1021.1;Açores
07/01/2023;16.2;15;17;1.9;294;18.8;;1021.3;Açores
08/01/2023;16.4;16;17;1.3;259;22.1;;1024.1;Açores
09/01/2023;16.6;16;17;4;220;20.2;;1024.9;Açores
10/01/2023;15.5;11;17;8.6;313;19.7;;1028.1;Açores
11/01/2023;15;10;17;0.6;186;9.5;;1033;Açores
12/01/2023;16.6;16;17;0.6;251;14.6;;1031.1;Açores
13/01/2023;16.8;16;18;1.2;224;21;;1028.2;Açores
14/01/2023;14.9;12;17;10;317;36.2;;1027.6;Açores
15/01/2023;12.2;11;13;0;50;21.8;;1038.8;Açores
16/01/2023;12.2;9;14;0;358;10.4;;1036.8;Açores
17/01/2023;14.2;13;16;0.8;332;19;;1033;Açores
18/01/2023;12.5;11;15;0;40;14.2;;1034.8;Açores
19/01/2023;11.5;8;15;0;83;8.3;;1035;Açores
20/01/2023;12.8;12;14;0;132;12.8;;1032.1;Açores
21/01/2023;14.8;14;16;0;160;13;;1030.9;Açores
22/01/2023;14.6;13;16;2.9;134;13.8;;1030.6;Açores
23/01/2023;14.9;14;15;0.5;130;27.3;;1026.6;Açores
24/01/2023;15;14;17;0;90;20.3;;1027.4;Açores
